-------------------------------------------------------------------------------------------------------------------------------------
ID-EMPLEADO | NOMBRE                    | APELLIDO                  | DIRECCION                                          | COD-POSTAL
12567751    | UBILLUS                   | ALESSANDRO                | Los Angeles 197                                    |       8771
12567752    | SANCHEZ                   | AZUCENA LUCCIANA          | Avda. 37 n° 319                                    |       7913
12567753    | VALENCIA                  | DESIREE F                 | Avda. Mitre 2727                                   |       2984
12567754    | GEREDA                    | ANDRES                    | Calle 48 N° 575, 1° Subsuelo                       |       2607
12567757    | YARO                      | RUTH TANIA                | Calle 47 Nro. 734                                  |       2764
12567759    | TRISTAN                   | EDILBERTO                 | Almirante Brown 612                                |       3112
12567761    | NUÑEZ                     | LETTY CONCEPCION          | Gral. Pinto 600                                    |       4785
12567762    | ARTEAGA                   | GIULIANA PALOMA           | Avda. 9 de Julio 545                               |       1475
12567763    | VASQUEZ                   | CARMEN SUSANA             | Avda. Cazón 1600                                   |       4406
12567764    | MARTINEZ                  | THOMAS JOSE               | Avenida 7 Nº 900 esq. 523                          |       4688
12567765    | TORRICO                   | SACRAMENTO                | Avda. 9 de Julio 402                               |       8175
12567766    | CHACON DE LOYOLA          | AMIL TAF                  | Bvd. Villegas 501                                  |       3717
12567767    | VALVERDE                  | CARLOS ALBERTO            | Avda. Moreno 299                                   |       7351
12567770    | GRIMALDI                  | GISSELLA ANTUANET         | Rivadavia 204                                      |       8250
12567772    | CHUMPEN                   | KARIM ARACELLY            | Avda. L.N.Alem 1                                   |       7309
12567774    | BAJONERO                  | RICARDO GERMAN            | Calle 30 n° 1400                                   |       2527
12567775    | LAOS                      | ZARELLE GUISELLE          | Avda. Maipú 742                                    |       7327
12567776    | ESTRADA                   | FELICITA VICTORIA         | Calle Alvear 2615 (ex 278)                         |       3255
12567781    | GUEVARA                   | RODOLFO OMAR              | Avda. Crovara 954                                  |       5230
12567786    | ESCOBAR                   | AMIL TAF                  | Avda. Pte. Bmé. Mitre 6440                         |       4823
12567787    | PIÑAS DE CARO             | SERGIO DAVID              | Avda. Rivadavia 699                                |       4831
12567788    | SALAZAR                   | SONIA                     | Diagonal Norte 910                                 |       2702
12567789    | VELASQUEZ                 | ROSALIA                   | Av. Corrientes 1236                                |       5737
12567790    | DEL CARPIO                | MOISES DAVID              | Sarmiento 1490                                     |       6988
12567791    | HAAS                      | JUAN ROBERTO              | Florida 474                                        |       6737
12567793    | MATTA                     | ROBERTO AUGUSTO           | Florida 118                                        |       2299
12567794    | GARCIA                    | SUT LAN                   | Av. Cordoba 1467                                   |       7781
12567795    | VENTOCILLA                | ENA BEATRIZ               | Florida 52                                         |       5756
12567796    | RODRIGUEZ                 | MARIA ROCIO               | Av. Corrientes 484                                 |       8666
12567799    | SILVA                     | MIGUEL ANGEL              | Av. Santa Fe 1310                                  |       6947
12567800    | CALLE DE DODGE            | JAVIER FERNANDO           | Av. Santa Fe 802                                   |       5931
12567801    | TENORIO                   | LUIS MIGUEL               | Av. Santa Fe 824                                   |       5437
12567802    | BOCANEGRA                 | VICTORIA CELESTINA        | Av. Belgrano 1194                                  |       7635
12567805    | SULCA                     | CYNTHIA EUFEMIA MICHELLE  | Av. Corrientes 1820                                |       6219
12567807    | GUIZADO                   | LUIS ALEJANDRO            | Av. Callao 23                                      |       1721
12567809    | PATIÑO PATRONI            | GRICELDA CLORINDA         | Av. Entre Rios 196                                 |       2826
12567810    | BRACHO                    | RODOLFO DAVID ANTONIO     | Av. Santa Fe 1740                                  |       2483
12567811    | URIA                      | VICTORIA NORMA            | Rodriguez Peña 1572                                |       2106
12567812    | VAGNER                    | VICTORIA NORMA            | Alicia M. de Justo 350                             |       7169
12567813    | VIVANCO                   | CARMEN SHERLEY            | Av. Callao 1600                                    |       1564
12567814    | NUNURA                    | MILAGROS VANESSA          | Av. Rivadavia 2215                                 |       8987
12567815    | OJEDA                     | NANCY ELIZABETH           | Av. Santa Fe 2139                                  |       7465
12567818    | BORDER                    | JORGE EDUARDO             | Juana Manso 1189                                   |       2251
12567820    | CHIRINOS                  | RAUL OSCAR                | Peña 2383                                          |       8843
12567822    | TAKEUTI                   | MARGORIE DEL CARMEN       | Av. Pueyrredon 991                                 |       1344
12567823    | YAGUI                     | RAFAEL ARTURO             | Av. Las Heras 2324                                 |       2999
12567824    | ACUÑA                     | ROSA ELVIRA               | Av. Pueyrredon 539                                 |       1044
12567829    | VARESE                    | CARLOS ALFONSO            | Av. Corrientes 3202                                |       5241
12567834    | MANRIQUE                  | GISSET MARGARITA          | Av. Santa Fe 3380                                  |       2385
12567835    | VELASQUEZ                 | HILDA VIOLETA             | Montes de Oca 894                                  |       2693
12567836    | BURGA                     | IVONNE LIZETH             | Scalabrini Ortiz 3149                              |       2116
12567837    | ZELAYA                    | JORGE JACKSON             | Esteban Adrogué 1052 / 58                          |       3584
12567838    | DRAGAÑAC                  | LINA LUZ                  | Silverio Almiró 21 / 29                            |       2624
12567839    | MACCHIAVELLO              | MARIA ESTHER              | Rivadavia 301                                      |       6357
12567841    | RODRIGUEZ-PASTOR          | CARLOS                    | Au. Tte. Gral. Pablo Riccheri Km 33,5              |       3082
12567842    | CAI DE KON                | EDUARDO ULISES            | Avda. Independencia 3621                           |       7826
12567843    | UN                        | EMBERY JESUS              | Avda. Eugenia Tapia de Cruz 28                     |       3837
12567844    | ROSAS                     | LOIDA JUANA               | Calle 138 número 1498                              |       2579
12567847    | DE SOUZA                  | MARITZA BLANCA            | Roma 3261                                          |       8244
12567848    | LLANOS                    | MARY GLADYS               | Córdoba 2071                                       |       7652
12567849    | OLIVER                    | MIRIAM MARUXA             | Avda.Victorica 875                                 |       5937
12567850    | CAMINO                    | RAUL GREGORIO             | Mendoza 385/389                                    |       7225
12567853    | TORANZO                   | EDSON JHONATAN            | Avda. Coronel Ramón L. Falcón 331                  |       3271
12567855    | MALQUI                    | ASHLEY IRENE              | Ricardo Gutiérrez 498                              |       2371
12567857    | NEGRETE                   | RICARDO                   | Avda. 13 n° 115                                    |       3334
12567858    | AGUILA                    | LUIS ALBERTO              | Avda. 60 nro 352                                   |       1700
12567859    | GARCIA                    | JOHANNA                   | Av. Pte. Dr. Arturo U. Illia 2570                  |       7005
12567860    | MEDINA                    | VICTOR LEONIDAS           | 25 de Mayo 1199                                    |       1869
12567861    | RODRIGUEZ                 | JORGE ANTONIO             | San Martín 455/57                                  |       6304
12567862    | CAMONES                   | JOSE ANTONIO              | Coronel Brandsen 36                                |       1444
12567863    | IBAÑEZ                    | JOSE MIGUEL               | Calle 15 N° 551                                    |       1449
12567866    | HIDALGO                   | SUSAN CATHERINE           | Calle 4 n° 7                                       |       6970
12567868    | MARTINEZ                  | RUBEN FILIBERTO           | Roque Sáenz Peña 938                               |       5495
12567870    | FLORES                    | CARLOS GUSTAVO            | Avda. Libertad 3802 - M.del Plata                  |       5138
12567871    | PACHECO                   | LUIS ALBERTO              | Luro 5832 - M. del Plata                           |       1997
12567872    | OROSCO                    | RITA                      | Avda. Edison 302                                   |       1917
12567877    | SANCHEZ                   | KELLY                     | Calle 14 n° 4465                                   |       3621
12567882    | MONTES                    | JHONNY BEJER              | Avda. Mitre 198                                    |       7483
12567883    | VDA DE ZEGARRA            | KATHERINE LYNN            | Gral. Roca 869                                     |       8948
12567884    | OTAROLA                   | HENRY IVAN STEWARD        | Calle 57 n° 831 entre 11 y 12                      |       1787
12567885    | URTEAGA                   | MARIA DIONELLA            | Calle 4 n° 168                                     |       4103
12567886    | VALENTINO                 | GIUSEPPINA INMACULADA     | Avda. Ing. A. Roca  152                            |       3597
12567887    | VALENTINO                 | CLAUDIA ISABEL            | Avda. Libertad 698                                 |       4476
12567889    | GARDELLA                  | DAMIAN JULIO              | Avda. Pte. J. D. Perón 402                         |       7818
12567890    | DIAZ                      | GIANMARCO GUSTAVO         | Avda. Colón 898                                    |       6662
12567891    | PONCE DE LEON             | RICHARD ENRIQUE           | Avda. San Martín 150                               |       8868
12567892    | AGUILAR                   | ELVA MARIA                | Alberto H. Almirón 46                              |       6521
12567895    | RETIS                     | STEPHANO D' ALESSANDRO    | Juan B. Alberdi 4775                               |       1643
12567896    | MONTOYA                   | ELVIRA                    | 25 de Mayo 325                                     |       8818
12567897    | ROSA PEREZ                | HAYRO GABRIEL             | Las Heras 398, Planta Baja                         |       4275
12567898    | CASTILLO                  | JOSE FERNANDO             | Lavalle 698                                        |       8229
12567901    | SHAREI                    | FABIAN JOHANN             | Avda. de los Trabajadores 2977                     |       3569
12567903    | LEZAMA                    | HAROLD WOODROW            | Avda. Dr. Ricardo Balbin 879                       |       1354
12567905    | NECOCHEA                  | SHIZUE                    | Colón 619                                          |       8473
12567906    | LEDESMA                   | ANABEL ALEXANDRA          | Belgrano 49                                        |       4300
12567907    | TAPIA                     | ROLANDO                   | Avda. Mitre 113                                    |       3745
12567908    | ARAUJO                    | LUIS ALBERTO              | Soarez n° 1                                        |       2744
12567909    | MARCOS                    | JOSE ANTONIO              | Padre Elizalde 445                                 |       2023
12567910    | LEON                      | CAROLINA                  | Avda. San Martín 194                               |       5430
12567911    | VARGAS                    | CAROLINA                  | Calle 47 n° 901                                    |       4594
12567914    | LOZA                      | MARIA FERNANDA            | San Martín 602/26/34                               |       8400
12567916    | MINERVA                   | ELIZABETH MARIA           | Avda. Julio A. Roca 199                            |       5743
12567918    | NASSI                     | FIORELLA LISSETTE         | Boulevard H. Yrigoyen 99                           |       8686
12567919    | PULIDO                    | LUISA ESPERANZA           | Belgrano 199, esquina Gral. Rico                   |       8711
12567920    | CAMPOS                    | MARIANA                   | Don Bosco 1285 - Bahia Blanca                      |       2182
12567925    | ROBLES                    | RAFAEL                    | Avellaneda 281                                     |       4539
